Time(s)   w(m/s)         T(K)        p(Pa)       z(m)          RH(%)       Nd(#/kg)       qv(g/kg)     total_mass
1029.00     1.00       281.77     88368.53    1030.00         100.01    227310791.9299       0.007909     0.00168033
1030.00     1.00       281.76     88357.82    1031.00         100.01    227255203.1458       0.007907     0.00168225
1031.00     1.00       281.76     88347.10    1032.00         100.01    227199504.7804       0.007905     0.00168418
1032.00     1.00       281.75     88336.39    1033.00         100.01    227143696.6841       0.007903     0.00168611
1033.00     1.00       281.75     88325.68    1034.00         100.01    227087778.7068       0.007901     0.00168803
1034.00     1.00       281.74     88314.97    1035.00         100.01    227031750.6982       0.007899     0.00168996
1035.00     1.00       281.74     88304.26    1036.00         100.01    226975612.5077       0.007897     0.00169188
1036.00     1.00       281.73     88293.55    1037.00         100.01    226919363.9844       0.007895     0.00169381
1037.00     1.00       281.73     88282.85    1038.00         100.01    226863004.9767       0.007893     0.00169573
1038.00     1.00       281.72     88272.14    1039.00         100.01    226806535.3332       0.007891     0.00169766
1039.00     1.00       281.71     88261.44    1040.00         100.01    226749954.9017       0.007890     0.00169958
1040.00     1.00       281.71     88250.73    1041.00         100.01    226693263.5301       0.007888     0.00170151
1041.00     1.00       281.70     88240.03    1042.00         100.01    226636461.0655       0.007886     0.00170343
1042.00     1.00       281.70     88229.33    1043.00         100.01    226579547.3550       0.007884     0.00170535
1043.00     1.00       281.69     88218.63    1044.00         100.01    226522522.2453       0.007882     0.00170728
1044.00     1.00       281.69     88207.93    1045.00         100.01    226465385.5827       0.007880     0.00170920
1045.00     1.00       281.68     88197.23    1046.00         100.01    226408137.2131       0.007878     0.00171112
1046.00     1.00       281.68     88186.53    1047.00         100.01    226350776.9823       0.007876     0.00171305
1047.00     1.00       281.67     88175.84    1048.00         100.01    226293304.7354       0.007874     0.00171497
1048.00     1.00       281.67     88165.14    1049.00         100.01    226235720.3175       0.007872     0.00171689
1049.00     1.00       281.66     88154.45    1050.00         100.01    226178023.5731       0.007870     0.00171881
1050.00     1.00       281.66     88143.76    1051.00         100.01    226120214.3466       0.007868     0.00172073
1051.00     1.00       281.65     88133.07    1052.00         100.01    226062292.4818       0.007867     0.00172265
1052.00     1.00       281.64     88122.37    1053.00         100.01    226004257.8223       0.007865     0.00172457
1053.00     1.00       281.64     88111.69    1054.00         100.01    225946110.2113       0.007863     0.00172649
1054.00     1.00       281.63     88101.00    1055.00         100.01    225887849.4918       0.007861     0.00172842
1055.00     1.00       281.63     88090.31    1056.00         100.01    225829475.5063       0.007859     0.00173034
1056.00     1.00       281.62     88079.62    1057.00         100.01    225770988.0970       0.007857     0.00173225
1057.00     1.00       281.62     88068.94    1058.00         100.01    225712387.1056       0.007855     0.00173417
1058.00     1.00       281.61     88058.26    1059.00         100.01    225653672.3737       0.007853     0.00173609
1059.00     1.00       281.61     88047.57    1060.00         100.01    225594843.7423       0.007851     0.00173801
1060.00     1.00       281.60     88036.89    1061.00         100.01    225535901.0524       0.007849     0.00173993
1061.00     1.00       281.60     88026.21    1062.00         100.01    225476844.1443       0.007847     0.00174185
1062.00     1.00       281.59     88015.53    1063.00         100.01    225417672.8581       0.007845     0.00174377
1063.00     1.00       281.59     88004.85    1064.00         100.01    225358387.0334       0.007843     0.00174568
1064.00     1.00       281.58     87994.17    1065.00         100.01    225298986.5097       0.007842     0.00174760
1065.00     1.00       281.57     87983.50    1066.00         100.01    225239471.1260       0.007840     0.00174952
1066.00     1.00       281.57     87972.82    1067.00         100.01    225179840.7209       0.007838     0.00175144
1067.00     1.00       281.56     87962.15    1068.00         100.01    225120095.1327       0.007836     0.00175335
1068.00     1.00       281.56     87951.48    1069.00         100.01    225060234.1993       0.007834     0.00175527
1069.00     1.00       281.55     87940.80    1070.00         100.01    225000257.7583       0.007832     0.00175719
1070.00     1.00       281.55     87930.13    1071.00         100.01    224940165.6470       0.007830     0.00175910
1071.00     1.00       281.54     87919.46    1072.00         100.01    224879957.7020       0.007828     0.00176102
1072.00     1.00       281.54     87908.80    1073.00         100.01    224819633.7600       0.007826     0.00176293
1073.00     1.00       281.53     87898.13    1074.00         100.01    224759193.6570       0.007824     0.00176485
1074.00     1.00       281.53     87887.46    1075.00         100.01    224698637.2288       0.007822     0.00176676
1075.00     1.00       281.52     87876.80    1076.00         100.01    224637964.3109       0.007820     0.00176868
1076.00     1.00       281.52     87866.13    1077.00         100.01    224577174.7381       0.007819     0.00177059
1077.00     1.00       281.51     87855.47    1078.00         100.01    224516268.3451       0.007817     0.00177251
1078.00     1.00       281.51     87844.81    1079.00         100.01    224455244.9664       0.007815     0.00177442
1079.00     1.00       281.50     87834.15    1080.00         100.01    224394104.4357       0.007813     0.00177633
1080.00     1.00       281.49     87823.49    1081.00         100.01    224332846.5865       0.007811     0.00177825
1081.00     1.00       281.49     87812.83    1082.00         100.01    224271471.2522       0.007809     0.00178016
1082.00     1.00       281.48     87802.17    1083.00         100.01    224209978.2655       0.007807     0.00178207
1083.00     1.00       281.48     87791.51    1084.00         100.01    224148367.4588       0.007805     0.00178398
1084.00     1.00       281.47     87780.86    1085.00         100.01    224086638.6641       0.007803     0.00178589
1085.00     1.00       281.47     87770.20    1086.00         100.01    224024791.7132       0.007801     0.00178781
1086.00     1.00       281.46     87759.55    1087.00         100.01    223962826.4374       0.007799     0.00178972
1087.00     1.00       281.46     87748.90    1088.00         100.01    223900742.6676       0.007798     0.00179163
1088.00     1.00       281.45     87738.25    1089.00         100.01    223838540.2343       0.007796     0.00179354
1089.00     1.00       281.45     87727.60    1090.00         100.01    223776218.9678       0.007794     0.00179545
1090.00     1.00       281.44     87716.95    1091.00         100.01    223713778.6978       0.007792     0.00179736
1091.00     1.00       281.44     87706.30    1092.00         100.01    223651219.2537       0.007790     0.00179927
1092.00     1.00       281.43     87695.65    1093.00         100.01    223588540.4646       0.007788     0.00180118
1093.00     1.00       281.42     87685.01    1094.00         100.01    223525742.1591       0.007786     0.00180309
1094.00     1.00       281.42     87674.36    1095.00         100.01    223462824.1656       0.007784     0.00180500
1095.00     1.00       281.41     87663.72    1096.00         100.01    223399786.3118       0.007782     0.00180691
1096.00     1.00       281.41     87653.08    1097.00         100.01    223336628.4253       0.007780     0.00180882
1097.00     1.00       281.40     87642.44    1098.00         100.01    223273350.3332       0.007778     0.00181073
