Time(s)   w(m/s)         T(K)        p(Pa)       z(m)    RH(%)  Activated Drops
 411.00     1.00       295.99     97686.79     411.00    61.31       0.0000E+00
 412.00     1.00       295.98     97675.52     412.00    61.34       0.0000E+00
 413.00     1.00       295.97     97664.24     413.00    61.37       0.0000E+00
 414.00     1.00       295.96     97652.97     414.00    61.40       0.0000E+00
 415.00     1.00       295.95     97641.70     415.00    61.43       0.0000E+00
 416.00     1.00       295.94     97630.43     416.00    61.46       0.0000E+00
 417.00     1.00       295.93     97619.16     417.00    61.49       0.0000E+00
 418.00     1.00       295.92     97607.89     418.00    61.52       0.0000E+00
 419.00     1.00       295.91     97596.62     419.00    61.55       0.0000E+00
 420.00     1.00       295.90     97585.35     420.00    61.58       0.0000E+00
 421.00     1.00       295.89     97574.09     421.00    61.61       0.0000E+00
 422.00     1.00       295.88     97562.82     422.00    61.64       0.0000E+00
 423.00     1.00       295.87     97551.56     423.00    61.66       0.0000E+00
 424.00     1.00       295.86     97540.29     424.00    61.69       0.0000E+00
 425.00     1.00       295.85     97529.03     425.00    61.72       0.0000E+00
 426.00     1.00       295.84     97517.77     426.00    61.75       0.0000E+00
 427.00     1.00       295.83     97506.51     427.00    61.78       0.0000E+00
 428.00     1.00       295.82     97495.25     428.00    61.81       0.0000E+00
 429.00     1.00       295.81     97483.99     429.00    61.84       0.0000E+00
 430.00     1.00       295.80     97472.73     430.00    61.87       0.0000E+00
 431.00     1.00       295.79     97461.47     431.00    61.90       0.0000E+00
 432.00     1.00       295.78     97450.22     432.00    61.93       0.0000E+00
 433.00     1.00       295.77     97438.96     433.00    61.96       0.0000E+00
 434.00     1.00       295.77     97427.71     434.00    61.99       0.0000E+00
 435.00     1.00       295.76     97416.45     435.00    62.02       0.0000E+00
 436.00     1.00       295.75     97405.20     436.00    62.05       0.0000E+00
 437.00     1.00       295.74     97393.95     437.00    62.08       0.0000E+00
 438.00     1.00       295.73     97382.70     438.00    62.11       0.0000E+00
 439.00     1.00       295.72     97371.45     439.00    62.14       0.0000E+00
 440.00     1.00       295.71     97360.20     440.00    62.17       0.0000E+00
 441.00     1.00       295.70     97348.95     441.00    62.20       0.0000E+00
 442.00     1.00       295.69     97337.70     442.00    62.23       0.0000E+00
 443.00     1.00       295.68     97326.46     443.00    62.26       0.0000E+00
 444.00     1.00       295.67     97315.21     444.00    62.29       0.0000E+00
 445.00     1.00       295.66     97303.97     445.00    62.32       0.0000E+00
 446.00     1.00       295.65     97292.73     446.00    62.35       0.0000E+00
 447.00     1.00       295.64     97281.48     447.00    62.38       0.0000E+00
 448.00     1.00       295.63     97270.24     448.00    62.40       0.0000E+00
 449.00     1.00       295.62     97259.00     449.00    62.43       0.0000E+00
 450.00     1.00       295.61     97247.76     450.00    62.46       0.0000E+00
 451.00     1.00       295.60     97236.52     451.00    62.49       0.0000E+00
 452.00     1.00       295.59     97225.29     452.00    62.52       0.0000E+00
 453.00     1.00       295.58     97214.05     453.00    62.55       0.0000E+00
 454.00     1.00       295.57     97202.81     454.00    62.58       0.0000E+00
 455.00     1.00       295.56     97191.58     455.00    62.61       0.0000E+00
 456.00     1.00       295.55     97180.34     456.00    62.64       0.0000E+00
 457.00     1.00       295.54     97169.11     457.00    62.67       0.0000E+00
 458.00     1.00       295.53     97157.88     458.00    62.70       0.0000E+00
 459.00     1.00       295.52     97146.65     459.00    62.73       0.0000E+00
 460.00     1.00       295.51     97135.42     460.00    62.76       0.0000E+00
 461.00     1.00       295.50     97124.19     461.00    62.79       0.0000E+00
 462.00     1.00       295.49     97112.96     462.00    62.82       0.0000E+00
 463.00     1.00       295.48     97101.73     463.00    62.85       0.0000E+00
 464.00     1.00       295.47     97090.51     464.00    62.88       0.0000E+00
 465.00     1.00       295.46     97079.28     465.00    62.91       0.0000E+00
 466.00     1.00       295.45     97068.05     466.00    62.94       0.0000E+00
 467.00     1.00       295.44     97056.83     467.00    62.97       0.0000E+00
 468.00     1.00       295.43     97045.61     468.00    63.00       0.0000E+00
 469.00     1.00       295.42     97034.39     469.00    63.03       0.0000E+00
 470.00     1.00       295.41     97023.17     470.00    63.07       0.0000E+00
 471.00     1.00       295.40     97011.95     471.00    63.10       0.0000E+00
 472.00     1.00       295.39     97000.73     472.00    63.13       0.0000E+00
 473.00     1.00       295.38     96989.51     473.00    63.16       0.0000E+00
 474.00     1.00       295.37     96978.29     474.00    63.19       0.0000E+00
 475.00     1.00       295.37     96967.07     475.00    63.22       0.0000E+00
 476.00     1.00       295.36     96955.86     476.00    63.25       0.0000E+00
 477.00     1.00       295.35     96944.64     477.00    63.28       0.0000E+00
 478.00     1.00       295.34     96933.43     478.00    63.31       0.0000E+00
 479.00     1.00       295.33     96922.22     479.00    63.34       0.0000E+00
 480.00     1.00       295.32     96911.01     480.00    63.37       0.0000E+00
 481.00     1.00       295.31     96899.80     481.00    63.40       0.0000E+00
 482.00     1.00       295.30     96888.59     482.00    63.43       0.0000E+00
 483.00     1.00       295.29     96877.38     483.00    63.46       0.0000E+00
 484.00     1.00       295.28     96866.17     484.00    63.49       0.0000E+00
 485.00     1.00       295.27     96854.96     485.00    63.52       0.0000E+00
 486.00     1.00       295.26     96843.76     486.00    63.55       0.0000E+00
 487.00     1.00       295.25     96832.55     487.00    63.58       0.0000E+00
 488.00     1.00       295.24     96821.35     488.00    63.61       0.0000E+00
 489.00     1.00       295.23     96810.14     489.00    63.64       0.0000E+00
 490.00     1.00       295.22     96798.94     490.00    63.67       0.0000E+00
 491.00     1.00       295.21     96787.74     491.00    63.70       0.0000E+00
 492.00     1.00       295.20     96776.54     492.00    63.73       0.0000E+00
 493.00     1.00       295.19     96765.34     493.00    63.76       0.0000E+00
 494.00     1.00       295.18     96754.14     494.00    63.79       0.0000E+00
 495.00     1.00       295.17     96742.94     495.00    63.83       0.0000E+00
 496.00     1.00       295.16     96731.74     496.00    63.86       0.0000E+00
 497.00     1.00       295.15     96720.55     497.00    63.89       0.0000E+00
 498.00     1.00       295.14     96709.35     498.00    63.92       0.0000E+00
 499.00     1.00       295.13     96698.16     499.00    63.95       0.0000E+00
 500.00     1.00       295.12     96686.97     500.00    63.98       0.0000E+00
 501.00     1.00       295.11     96675.77     501.00    64.01       0.0000E+00
 502.00     1.00       295.10     96664.58     502.00    64.04       0.0000E+00
 503.00     1.00       295.09     96653.39     503.00    64.07       0.0000E+00
 504.00     1.00       295.08     96642.20     504.00    64.10       0.0000E+00
 505.00     1.00       295.07     96631.01     505.00    64.13       0.0000E+00
 506.00     1.00       295.06     96619.83     506.00    64.16       0.0000E+00
 507.00     1.00       295.05     96608.64     507.00    64.19       0.0000E+00
 508.00     1.00       295.04     96597.45     508.00    64.22       0.0000E+00
 509.00     1.00       295.03     96586.27     509.00    64.26       0.0000E+00
 510.00     1.00       295.02     96575.08     510.00    64.29       0.0000E+00
 511.00     1.00       295.01     96563.90     511.00    64.32       0.0000E+00
 512.00     1.00       295.00     96552.72     512.00    64.35       0.0000E+00
 513.00     1.00       294.99     96541.54     513.00    64.38       0.0000E+00
 514.00     1.00       294.98     96530.36     514.00    64.41       0.0000E+00
 515.00     1.00       294.97     96519.18     515.00    64.44       0.0000E+00
 516.00     1.00       294.96     96508.00     516.00    64.47       0.0000E+00
 517.00     1.00       294.96     96496.82     517.00    64.50       0.0000E+00
 518.00     1.00       294.95     96485.65     518.00    64.53       0.0000E+00
 519.00     1.00       294.94     96474.47     519.00    64.57       0.0000E+00
 520.00     1.00       294.93     96463.30     520.00    64.60       0.0000E+00
 521.00     1.00       294.92     96452.12     521.00    64.63       0.0000E+00
 522.00     1.00       294.91     96440.95     522.00    64.66       0.0000E+00
 523.00     1.00       294.90     96429.78     523.00    64.69       0.0000E+00
 524.00     1.00       294.89     96418.61     524.00    64.72       0.0000E+00
 525.00     1.00       294.88     96407.44     525.00    64.75       0.0000E+00
 526.00     1.00       294.87     96396.27     526.00    64.78       0.0000E+00
 527.00     1.00       294.86     96385.10     527.00    64.81       0.0000E+00
 528.00     1.00       294.85     96373.93     528.00    64.85       0.0000E+00
 529.00     1.00       294.84     96362.77     529.00    64.88       0.0000E+00
 530.00     1.00       294.83     96351.60     530.00    64.91       0.0000E+00
 531.00     1.00       294.82     96340.44     531.00    64.94       0.0000E+00
 532.00     1.00       294.81     96329.27     532.00    64.97       0.0000E+00
 533.00     1.00       294.80     96318.11     533.00    65.00       0.0000E+00
 534.00     1.00       294.79     96306.95     534.00    65.03       0.0000E+00
 535.00     1.00       294.78     96295.79     535.00    65.06       0.0000E+00
 536.00     1.00       294.77     96284.63     536.00    65.10       0.0000E+00
 537.00     1.00       294.76     96273.47     537.00    65.13       0.0000E+00
 538.00     1.00       294.75     96262.31     538.00    65.16       0.0000E+00
 539.00     1.00       294.74     96251.15     539.00    65.19       0.0000E+00
 540.00     1.00       294.73     96240.00     540.00    65.22       0.0000E+00
 541.00     1.00       294.72     96228.84     541.00    65.25       0.0000E+00
 542.00     1.00       294.71     96217.69     542.00    65.28       0.0000E+00
 543.00     1.00       294.70     96206.53     543.00    65.32       0.0000E+00
 544.00     1.00       294.69     96195.38     544.00    65.35       0.0000E+00
 545.00     1.00       294.68     96184.23     545.00    65.38       0.0000E+00
 546.00     1.00       294.67     96173.08     546.00    65.41       0.0000E+00
 547.00     1.00       294.66     96161.93     547.00    65.44       0.0000E+00
 548.00     1.00       294.65     96150.78     548.00    65.47       0.0000E+00
 549.00     1.00       294.64     96139.63     549.00    65.50       0.0000E+00
 550.00     1.00       294.63     96128.48     550.00    65.54       0.0000E+00
 551.00     1.00       294.62     96117.34     551.00    65.57       0.0000E+00
 552.00     1.00       294.61     96106.19     552.00    65.60       0.0000E+00
 553.00     1.00       294.60     96095.05     553.00    65.63       0.0000E+00
 554.00     1.00       294.59     96083.91     554.00    65.66       0.0000E+00
 555.00     1.00       294.58     96072.76     555.00    65.69       0.0000E+00
 556.00     1.00       294.57     96061.62     556.00    65.73       0.0000E+00
 557.00     1.00       294.56     96050.48     557.00    65.76       0.0000E+00
 558.00     1.00       294.56     96039.34     558.00    65.79       0.0000E+00
 559.00     1.00       294.55     96028.20     559.00    65.82       0.0000E+00
 560.00     1.00       294.54     96017.07     560.00    65.85       0.0000E+00
 561.00     1.00       294.53     96005.93     561.00    65.88       0.0000E+00
 562.00     1.00       294.52     95994.79     562.00    65.92       0.0000E+00
