Time(s)   w(m/s)         T(K)        p(Pa)       z(m)    RH(%)  Activated Drops, q
 358.00     1.00       296.51     98285.69     358.00    58.53     0.0000E+00     0.010930
 359.00     1.00       296.50     98274.37     359.00    58.56     0.0000E+00     0.010930
 360.00     1.00       296.49     98263.04     360.00    58.59     0.0000E+00     0.010930
 361.00     1.00       296.48     98251.72     361.00    58.62     0.0000E+00     0.010930
 362.00     1.00       296.47     98240.40     362.00    58.64     0.0000E+00     0.010930
 363.00     1.00       296.46     98229.08     363.00    58.67     0.0000E+00     0.010930
 364.00     1.00       296.45     98217.76     364.00    58.70     0.0000E+00     0.010930
 365.00     1.00       296.44     98206.44     365.00    58.73     0.0000E+00     0.010930
 366.00     1.00       296.43     98195.12     366.00    58.76     0.0000E+00     0.010930
 367.00     1.00       296.42     98183.81     367.00    58.79     0.0000E+00     0.010930
 368.00     1.00       296.41     98172.49     368.00    58.82     0.0000E+00     0.010930
 369.00     1.00       296.40     98161.18     369.00    58.84     0.0000E+00     0.010930
 370.00     1.00       296.39     98149.86     370.00    58.87     0.0000E+00     0.010930
 371.00     1.00       296.38     98138.55     371.00    58.90     0.0000E+00     0.010930
 372.00     1.00       296.37     98127.24     372.00    58.93     0.0000E+00     0.010930
 373.00     1.00       296.36     98115.93     373.00    58.96     0.0000E+00     0.010930
 374.00     1.00       296.35     98104.61     374.00    58.99     0.0000E+00     0.010930
 375.00     1.00       296.34     98093.31     375.00    59.02     0.0000E+00     0.010930
 376.00     1.00       296.33     98082.00     376.00    59.05     0.0000E+00     0.010930
 377.00     1.00       296.32     98070.69     377.00    59.08     0.0000E+00     0.010930
 378.00     1.00       296.31     98059.38     378.00    59.10     0.0000E+00     0.010930
 379.00     1.00       296.30     98048.08     379.00    59.13     0.0000E+00     0.010930
 380.00     1.00       296.29     98036.77     380.00    59.16     0.0000E+00     0.010930
 381.00     1.00       296.28     98025.47     381.00    59.19     0.0000E+00     0.010930
 382.00     1.00       296.27     98014.17     382.00    59.22     0.0000E+00     0.010930
 383.00     1.00       296.26     98002.86     383.00    59.25     0.0000E+00     0.010930
 384.00     1.00       296.25     97991.56     384.00    59.28     0.0000E+00     0.010930
 385.00     1.00       296.24     97980.26     385.00    59.31     0.0000E+00     0.010930
 386.00     1.00       296.23     97968.97     386.00    59.34     0.0000E+00     0.010930
 387.00     1.00       296.22     97957.67     387.00    59.36     0.0000E+00     0.010930
 388.00     1.00       296.21     97946.37     388.00    59.39     0.0000E+00     0.010930
 389.00     1.00       296.20     97935.07     389.00    59.42     0.0000E+00     0.010930
 390.00     1.00       296.19     97923.78     390.00    59.45     0.0000E+00     0.010930
 391.00     1.00       296.18     97912.48     391.00    59.48     0.0000E+00     0.010930
 392.00     1.00       296.17     97901.19     392.00    59.51     0.0000E+00     0.010930
 393.00     1.00       296.17     97889.90     393.00    59.54     0.0000E+00     0.010930
 394.00     1.00       296.16     97878.61     394.00    59.57     0.0000E+00     0.010930
 395.00     1.00       296.15     97867.32     395.00    59.60     0.0000E+00     0.010930
 396.00     1.00       296.14     97856.03     396.00    59.63     0.0000E+00     0.010930
 397.00     1.00       296.13     97844.74     397.00    59.66     0.0000E+00     0.010930
 398.00     1.00       296.12     97833.45     398.00    59.68     0.0000E+00     0.010930
 399.00     1.00       296.11     97822.16     399.00    59.71     0.0000E+00     0.010930
 400.00     1.00       296.10     97810.88     400.00    59.74     0.0000E+00     0.010930
 401.00     1.00       296.09     97799.59     401.00    59.77     0.0000E+00     0.010930
 402.00     1.00       296.08     97788.31     402.00    59.80     0.0000E+00     0.010930
 403.00     1.00       296.07     97777.02     403.00    59.83     0.0000E+00     0.010930
 404.00     1.00       296.06     97765.74     404.00    59.86     0.0000E+00     0.010930
 405.00     1.00       296.05     97754.46     405.00    59.89     0.0000E+00     0.010930
 406.00     1.00       296.04     97743.18     406.00    59.92     0.0000E+00     0.010930
 407.00     1.00       296.03     97731.90     407.00    59.95     0.0000E+00     0.010930
 408.00     1.00       296.02     97720.62     408.00    59.98     0.0000E+00     0.010930
 409.00     1.00       296.01     97709.34     409.00    60.01     0.0000E+00     0.010930
 410.00     1.00       296.00     97698.07     410.00    60.04     0.0000E+00     0.010930
 411.00     1.00       295.99     97686.79     411.00    60.07     0.0000E+00     0.010930
 412.00     1.00       295.98     97675.52     412.00    60.10     0.0000E+00     0.010930
 413.00     1.00       295.97     97664.24     413.00    60.12     0.0000E+00     0.010930
 414.00     1.00       295.96     97652.97     414.00    60.15     0.0000E+00     0.010930
 415.00     1.00       295.95     97641.70     415.00    60.18     0.0000E+00     0.010930
 416.00     1.00       295.94     97630.43     416.00    60.21     0.0000E+00     0.010930
 417.00     1.00       295.93     97619.16     417.00    60.24     0.0000E+00     0.010930
 418.00     1.00       295.92     97607.89     418.00    60.27     0.0000E+00     0.010930
 419.00     1.00       295.91     97596.62     419.00    60.30     0.0000E+00     0.010930
 420.00     1.00       295.90     97585.35     420.00    60.33     0.0000E+00     0.010930
 421.00     1.00       295.89     97574.09     421.00    60.36     0.0000E+00     0.010930
 422.00     1.00       295.88     97562.82     422.00    60.39     0.0000E+00     0.010930
 423.00     1.00       295.87     97551.55     423.00    60.42     0.0000E+00     0.010930
 424.00     1.00       295.86     97540.29     424.00    60.45     0.0000E+00     0.010930
 425.00     1.00       295.85     97529.03     425.00    60.48     0.0000E+00     0.010930
 426.00     1.00       295.84     97517.77     426.00    60.51     0.0000E+00     0.010930
 427.00     1.00       295.83     97506.51     427.00    60.54     0.0000E+00     0.010930
 428.00     1.00       295.82     97495.25     428.00    60.57     0.0000E+00     0.010930
 429.00     1.00       295.81     97483.99     429.00    60.60     0.0000E+00     0.010930
 430.00     1.00       295.80     97472.73     430.00    60.63     0.0000E+00     0.010930
 431.00     1.00       295.79     97461.47     431.00    60.66     0.0000E+00     0.010930
 432.00     1.00       295.78     97450.22     432.00    60.69     0.0000E+00     0.010930
 433.00     1.00       295.77     97438.96     433.00    60.72     0.0000E+00     0.010930
 434.00     1.00       295.77     97427.71     434.00    60.75     0.0000E+00     0.010930
 435.00     1.00       295.76     97416.45     435.00    60.78     0.0000E+00     0.010930
 436.00     1.00       295.75     97405.20     436.00    60.81     0.0000E+00     0.010930
 437.00     1.00       295.74     97393.95     437.00    60.84     0.0000E+00     0.010930
 438.00     1.00       295.73     97382.70     438.00    60.87     0.0000E+00     0.010930
 439.00     1.00       295.72     97371.45     439.00    60.90     0.0000E+00     0.010930
 440.00     1.00       295.71     97360.20     440.00    60.93     0.0000E+00     0.010930
 441.00     1.00       295.70     97348.95     441.00    60.96     0.0000E+00     0.010930
 442.00     1.00       295.69     97337.70     442.00    60.99     0.0000E+00     0.010930
 443.00     1.00       295.68     97326.46     443.00    61.02     0.0000E+00     0.010930
 444.00     1.00       295.67     97315.21     444.00    61.05     0.0000E+00     0.010930
 445.00     1.00       295.66     97303.97     445.00    61.08     0.0000E+00     0.010930
 446.00     1.00       295.65     97292.72     446.00    61.11     0.0000E+00     0.010930
 447.00     1.00       295.64     97281.48     447.00    61.14     0.0000E+00     0.010930
 448.00     1.00       295.63     97270.24     448.00    61.17     0.0000E+00     0.010930
 449.00     1.00       295.62     97259.00     449.00    61.20     0.0000E+00     0.010930
 450.00     1.00       295.61     97247.76     450.00    61.23     0.0000E+00     0.010930
 451.00     1.00       295.60     97236.52     451.00    61.26     0.0000E+00     0.010930
 452.00     1.00       295.59     97225.28     452.00    61.29     0.0000E+00     0.010930
 453.00     1.00       295.58     97214.05     453.00    61.32     0.0000E+00     0.010930
 454.00     1.00       295.57     97202.81     454.00    61.35     0.0000E+00     0.010930
 455.00     1.00       295.56     97191.58     455.00    61.38     0.0000E+00     0.010930
 456.00     1.00       295.55     97180.34     456.00    61.41     0.0000E+00     0.010930
 457.00     1.00       295.54     97169.11     457.00    61.44     0.0000E+00     0.010930
 458.00     1.00       295.53     97157.88     458.00    61.47     0.0000E+00     0.010930
 459.00     1.00       295.52     97146.65     459.00    61.50     0.0000E+00     0.010930
 460.00     1.00       295.51     97135.42     460.00    61.53     0.0000E+00     0.010930
 461.00     1.00       295.50     97124.19     461.00    61.56     0.0000E+00     0.010930
 462.00     1.00       295.49     97112.96     462.00    61.59     0.0000E+00     0.010930
 463.00     1.00       295.48     97101.73     463.00    61.62     0.0000E+00     0.010930
 464.00     1.00       295.47     97090.50     464.00    61.65     0.0000E+00     0.010930
 465.00     1.00       295.46     97079.28     465.00    61.68     0.0000E+00     0.010930
 466.00     1.00       295.45     97068.05     466.00    61.71     0.0000E+00     0.010930
 467.00     1.00       295.44     97056.83     467.00    61.74     0.0000E+00     0.010930
 468.00     1.00       295.43     97045.61     468.00    61.77     0.0000E+00     0.010930
 469.00     1.00       295.42     97034.39     469.00    61.80     0.0000E+00     0.010930
 470.00     1.00       295.41     97023.17     470.00    61.83     0.0000E+00     0.010930
 471.00     1.00       295.40     97011.94     471.00    61.86     0.0000E+00     0.010930
 472.00     1.00       295.39     97000.73     472.00    61.89     0.0000E+00     0.010930
 473.00     1.00       295.38     96989.51     473.00    61.92     0.0000E+00     0.010930
 474.00     1.00       295.37     96978.29     474.00    61.95     0.0000E+00     0.010930
 475.00     1.00       295.37     96967.07     475.00    61.98     0.0000E+00     0.010930
 476.00     1.00       295.36     96955.86     476.00    62.01     0.0000E+00     0.010930
 477.00     1.00       295.35     96944.64     477.00    62.04     0.0000E+00     0.010930
 478.00     1.00       295.34     96933.43     478.00    62.07     0.0000E+00     0.010930
 479.00     1.00       295.33     96922.22     479.00    62.10     0.0000E+00     0.010930
 480.00     1.00       295.32     96911.01     480.00    62.14     0.0000E+00     0.010930
 481.00     1.00       295.31     96899.80     481.00    62.17     0.0000E+00     0.010930
 482.00     1.00       295.30     96888.59     482.00    62.20     0.0000E+00     0.010930
 483.00     1.00       295.29     96877.38     483.00    62.23     0.0000E+00     0.010930
 484.00     1.00       295.28     96866.17     484.00    62.26     0.0000E+00     0.010930
 485.00     1.00       295.27     96854.96     485.00    62.29     0.0000E+00     0.010930
 486.00     1.00       295.26     96843.76     486.00    62.32     0.0000E+00     0.010930
 487.00     1.00       295.25     96832.55     487.00    62.35     0.0000E+00     0.010930
 488.00     1.00       295.24     96821.35     488.00    62.38     0.0000E+00     0.010930
 489.00     1.00       295.23     96810.14     489.00    62.41     0.0000E+00     0.010930
 490.00     1.00       295.22     96798.94     490.00    62.44     0.0000E+00     0.010930
 491.00     1.00       295.21     96787.74     491.00    62.47     0.0000E+00     0.010930
 492.00     1.00       295.20     96776.54     492.00    62.50     0.0000E+00     0.010930
 493.00     1.00       295.19     96765.34     493.00    62.53     0.0000E+00     0.010930
 494.00     1.00       295.18     96754.14     494.00    62.57     0.0000E+00     0.010930
